
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:40:02.054 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   420.   420 a     -0.18505027 H =     -5.03548 eV
   LUMO:   421.   421 a     -0.14010114 H =     -3.81235 eV
   Gap :                    +0.04494914 H =     +1.22313 eV
 
Number of MOs=   3970, Electrons=    840.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 2519.  2519 a                     +3.054162 H =       +83.108 eV
 2518.  2518 a                     +3.053604 H =       +83.093 eV
 2517.  2517 a                     +3.051796 H =       +83.044 eV
 2516.  2516 a                     +3.051551 H =       +83.037 eV
 2515.  2515 a                     +3.049717 H =       +82.987 eV
 2514.  2514 a                     +3.049613 H =       +82.984 eV
 2513.  2513 a                     +3.046553 H =       +82.901 eV
 2512.  2512 a                     +3.045995 H =       +82.886 eV
 2511.  2511 a                     +3.043939 H =       +82.830 eV
 2510.  2510 a                     +3.043183 H =       +82.809 eV
 2509.  2509 a                     +3.040878 H =       +82.747 eV
 2508.  2508 a                     +3.040519 H =       +82.737 eV
 2507.  2507 a                     +3.039029 H =       +82.696 eV
 2506.  2506 a                     +3.037331 H =       +82.650 eV
 2505.  2505 a                     +3.036270 H =       +82.621 eV
 2504.  2504 a                     +3.035374 H =       +82.597 eV
 2503.  2503 a                     +3.034305 H =       +82.568 eV
 2502.  2502 a                     +3.032872 H =       +82.529 eV
 2501.  2501 a                     +3.031736 H =       +82.498 eV
 2500.  2500 a                     +3.030001 H =       +82.451 eV
 2499.  2499 a                     +3.029353 H =       +82.433 eV
 2498.  2498 a                     +3.027484 H =       +82.382 eV
 2497.  2497 a                     +3.027255 H =       +82.376 eV
 2496.  2496 a                     +3.025960 H =       +82.341 eV
 2495.  2495 a                     +3.024559 H =       +82.302 eV
 2494.  2494 a                     +3.023421 H =       +82.272 eV
 2493.  2493 a                     +3.021770 H =       +82.227 eV
 2492.  2492 a                     +3.021004 H =       +82.206 eV
 2491.  2491 a                     +3.020815 H =       +82.201 eV
 2490.  2490 a                     +3.019149 H =       +82.155 eV
 2489.  2489 a                     +3.017115 H =       +82.100 eV
 2488.  2488 a                     +3.016637 H =       +82.087 eV
 2487.  2487 a                     +3.016017 H =       +82.070 eV
 2486.  2486 a                     +3.015857 H =       +82.066 eV
 2485.  2485 a                     +3.014518 H =       +82.029 eV
 2484.  2484 a                     +3.012966 H =       +81.987 eV
 2483.  2483 a                     +3.011920 H =       +81.959 eV
 2482.  2482 a                     +3.011091 H =       +81.936 eV
 2481.  2481 a                     +3.008987 H =       +81.879 eV
 2480.  2480 a                     +3.008629 H =       +81.869 eV
 2479.  2479 a                     +3.006961 H =       +81.824 eV
 2478.  2478 a                     +3.006181 H =       +81.802 eV
 2477.  2477 a                     +3.005398 H =       +81.781 eV
 2476.  2476 a                     +3.005119 H =       +81.773 eV
 2475.  2475 a                     +3.003667 H =       +81.734 eV
 2474.  2474 a                     +3.002926 H =       +81.714 eV
 2473.  2473 a                     +3.001768 H =       +81.682 eV
 2472.  2472 a                     +3.001419 H =       +81.673 eV
 2471.  2471 a                     +3.000386 H =       +81.645 eV
 2470.  2470 a                     +2.998729 H =       +81.600 eV
 2469.  2469 a                     +2.998054 H =       +81.581 eV
 2468.  2468 a                     +2.995803 H =       +81.520 eV
 2467.  2467 a                     +2.994449 H =       +81.483 eV
 2466.  2466 a                     +2.993795 H =       +81.465 eV
 2465.  2465 a                     +2.992802 H =       +81.438 eV
 2464.  2464 a                     +2.991987 H =       +81.416 eV
 2463.  2463 a                     +2.990932 H =       +81.387 eV
 2462.  2462 a                     +2.987400 H =       +81.291 eV
 2461.  2461 a                     +2.986465 H =       +81.266 eV
 2460.  2460 a                     +2.984940 H =       +81.224 eV
 2459.  2459 a                     +2.983673 H =       +81.190 eV
 2458.  2458 a                     +2.983341 H =       +81.181 eV
 2457.  2457 a                     +2.981538 H =       +81.132 eV
 2456.  2456 a                     +2.980928 H =       +81.115 eV
 2455.  2455 a                     +2.979570 H =       +81.078 eV
 2454.  2454 a                     +2.979122 H =       +81.066 eV
 2453.  2453 a                     +2.975622 H =       +80.971 eV
 2452.  2452 a                     +2.974618 H =       +80.944 eV
 2451.  2451 a                     +2.972794 H =       +80.894 eV
 2450.  2450 a                     +2.972207 H =       +80.878 eV
 2449.  2449 a                     +2.971096 H =       +80.848 eV
 2448.  2448 a                     +2.969079 H =       +80.793 eV
 2447.  2447 a                     +2.968318 H =       +80.772 eV
 2446.  2446 a                     +2.966922 H =       +80.734 eV
 2445.  2445 a                     +2.966323 H =       +80.718 eV
 2444.  2444 a                     +2.965645 H =       +80.699 eV
 2443.  2443 a                     +2.964421 H =       +80.666 eV
 2442.  2442 a                     +2.962547 H =       +80.615 eV
 2441.  2441 a                     +2.962015 H =       +80.601 eV
 2440.  2440 a                     +2.960684 H =       +80.564 eV
 2439.  2439 a                     +2.959446 H =       +80.531 eV
 2438.  2438 a                     +2.958282 H =       +80.499 eV
 2437.  2437 a                     +2.956960 H =       +80.463 eV
 2436.  2436 a                     +2.955886 H =       +80.434 eV
 2435.  2435 a                     +2.954454 H =       +80.395 eV
 2434.  2434 a                     +2.952744 H =       +80.348 eV
 2433.  2433 a                     +2.950853 H =       +80.297 eV
 2432.  2432 a                     +2.950272 H =       +80.281 eV
 2431.  2431 a                     +2.948434 H =       +80.231 eV
 2430.  2430 a                     +2.945968 H =       +80.164 eV
 2429.  2429 a                     +2.945582 H =       +80.153 eV
 2428.  2428 a                     +2.944349 H =       +80.120 eV
 2427.  2427 a                     +2.943448 H =       +80.095 eV
 2426.  2426 a                     +2.942063 H =       +80.058 eV
 2425.  2425 a                     +2.940787 H =       +80.023 eV
 2424.  2424 a                     +2.940063 H =       +80.003 eV
 2423.  2423 a                     +2.937680 H =       +79.938 eV
 2422.  2422 a                     +2.935154 H =       +79.870 eV
 2421.  2421 a                     +2.934627 H =       +79.855 eV
 2420.  2420 a                     +2.932683 H =       +79.802 eV
 2419.  2419 a                     +2.930830 H =       +79.752 eV
 2418.  2418 a                     +2.930554 H =       +79.744 eV
 2417.  2417 a                     +2.929033 H =       +79.703 eV
 2416.  2416 a                     +2.927489 H =       +79.661 eV
 2415.  2415 a                     +2.925489 H =       +79.607 eV
 2414.  2414 a                     +2.923283 H =       +79.547 eV
 2413.  2413 a                     +2.922666 H =       +79.530 eV
 2412.  2412 a                     +2.921533 H =       +79.499 eV
 2411.  2411 a                     +2.918958 H =       +79.429 eV
 2410.  2410 a                     +2.917975 H =       +79.402 eV
 2409.  2409 a                     +2.915318 H =       +79.330 eV
 2408.  2408 a                     +2.914238 H =       +79.300 eV
 2407.  2407 a                     +2.912690 H =       +79.258 eV
 2406.  2406 a                     +2.911959 H =       +79.238 eV
 2405.  2405 a                     +2.910490 H =       +79.199 eV
 2404.  2404 a                     +2.910049 H =       +79.187 eV
 2403.  2403 a                     +2.908852 H =       +79.154 eV
 2402.  2402 a                     +2.907806 H =       +79.125 eV
 2401.  2401 a                     +2.906348 H =       +79.086 eV
 2400.  2400 a                     +2.903320 H =       +79.003 eV
 2399.  2399 a                     +2.902596 H =       +78.984 eV
 2398.  2398 a                     +2.901880 H =       +78.964 eV
 2397.  2397 a                     +2.901034 H =       +78.941 eV
 2396.  2396 a                     +2.899401 H =       +78.897 eV
 2395.  2395 a                     +2.898245 H =       +78.865 eV
 2394.  2394 a                     +2.896895 H =       +78.829 eV
 2393.  2393 a                     +2.895863 H =       +78.800 eV
 2392.  2392 a                     +2.892457 H =       +78.708 eV
 2391.  2391 a                     +2.891981 H =       +78.695 eV
 2390.  2390 a                     +2.891442 H =       +78.680 eV
 2389.  2389 a                     +2.890170 H =       +78.646 eV
 2388.  2388 a                     +2.889708 H =       +78.633 eV
 2387.  2387 a                     +2.887347 H =       +78.569 eV
 2386.  2386 a                     +2.884417 H =       +78.489 eV
 2385.  2385 a                     +2.883980 H =       +78.477 eV
 2384.  2384 a                     +2.881905 H =       +78.421 eV
 2383.  2383 a                     +2.880202 H =       +78.374 eV
 2382.  2382 a                     +2.878941 H =       +78.340 eV
 2381.  2381 a                     +2.877768 H =       +78.308 eV
 2380.  2380 a                     +2.876775 H =       +78.281 eV
 2379.  2379 a                     +2.875789 H =       +78.254 eV
 2378.  2378 a                     +2.874912 H =       +78.230 eV
 2377.  2377 a                     +2.872834 H =       +78.174 eV
 2376.  2376 a                     +2.871628 H =       +78.141 eV
 2375.  2375 a                     +2.870515 H =       +78.111 eV
 2374.  2374 a                     +2.869081 H =       +78.072 eV
 2373.  2373 a                     +2.867255 H =       +78.022 eV
 2372.  2372 a                     +2.866188 H =       +77.993 eV
 2371.  2371 a                     +2.864008 H =       +77.934 eV
 2370.  2370 a                     +2.863192 H =       +77.911 eV
 2369.  2369 a                     +2.861132 H =       +77.855 eV
 2368.  2368 a                     +2.859253 H =       +77.804 eV
 2367.  2367 a                     +2.858912 H =       +77.795 eV
 2366.  2366 a                     +2.858537 H =       +77.785 eV
 2365.  2365 a                     +2.857013 H =       +77.743 eV
 2364.  2364 a                     +2.854953 H =       +77.687 eV
 2363.  2363 a                     +2.853870 H =       +77.658 eV
 2362.  2362 a                     +2.853005 H =       +77.634 eV
 2361.  2361 a                     +2.851548 H =       +77.595 eV
 2360.  2360 a                     +2.849629 H =       +77.542 eV
 2359.  2359 a                     +2.848611 H =       +77.515 eV
 2358.  2358 a                     +2.848097 H =       +77.501 eV
 2357.  2357 a                     +2.846656 H =       +77.462 eV
 2356.  2356 a                     +2.844999 H =       +77.416 eV
 2355.  2355 a                     +2.843161 H =       +77.366 eV
 2354.  2354 a                     +2.841447 H =       +77.320 eV
 2353.  2353 a                     +2.840698 H =       +77.299 eV
 2352.  2352 a                     +2.839939 H =       +77.279 eV
 2351.  2351 a                     +2.838270 H =       +77.233 eV
 2350.  2350 a                     +2.837569 H =       +77.214 eV
 2349.  2349 a                     +2.836513 H =       +77.185 eV
 2348.  2348 a                     +2.835524 H =       +77.159 eV
 2347.  2347 a                     +2.833407 H =       +77.101 eV
 2346.  2346 a                     +2.832391 H =       +77.073 eV
 2345.  2345 a                     +2.831098 H =       +77.038 eV
 2344.  2344 a                     +2.828665 H =       +76.972 eV
 2343.  2343 a                     +2.828377 H =       +76.964 eV
 2342.  2342 a                     +2.826624 H =       +76.916 eV
 2341.  2341 a                     +2.823626 H =       +76.835 eV
 2340.  2340 a                     +2.823069 H =       +76.820 eV
 2339.  2339 a                     +2.821387 H =       +76.774 eV
 2338.  2338 a                     +2.820566 H =       +76.752 eV
 2337.  2337 a                     +2.820454 H =       +76.749 eV
 2336.  2336 a                     +2.819498 H =       +76.722 eV
 2335.  2335 a                     +2.818124 H =       +76.685 eV
 2334.  2334 a                     +2.816146 H =       +76.631 eV
 2333.  2333 a                     +2.815843 H =       +76.623 eV
 2332.  2332 a                     +2.814262 H =       +76.580 eV
 2331.  2331 a                     +2.814009 H =       +76.573 eV
 2330.  2330 a                     +2.812833 H =       +76.541 eV
 2329.  2329 a                     +2.812098 H =       +76.521 eV
 2328.  2328 a                     +2.811663 H =       +76.509 eV
