
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:38:37.641 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   415.   415 a     -0.19251350 H =     -5.23856 eV
   LUMO:   416.   416 a     -0.12911887 H =     -3.51351 eV
   Gap :                    +0.06339462 H =     +1.72506 eV
 
Number of MOs=   4716, Electrons=    830.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 3490.  3490 a                     +4.106047 H =      +111.731 eV
 3489.  3489 a                     +4.104130 H =      +111.679 eV
 3488.  3488 a                     +4.103183 H =      +111.653 eV
 3487.  3487 a                     +4.101649 H =      +111.612 eV
 3486.  3486 a                     +4.100217 H =      +111.573 eV
 3485.  3485 a                     +4.099045 H =      +111.541 eV
 3484.  3484 a                     +4.098554 H =      +111.527 eV
 3483.  3483 a                     +4.097530 H =      +111.500 eV
 3482.  3482 a                     +4.097181 H =      +111.490 eV
 3481.  3481 a                     +4.094490 H =      +111.417 eV
 3480.  3480 a                     +4.092832 H =      +111.372 eV
 3479.  3479 a                     +4.091705 H =      +111.341 eV
 3478.  3478 a                     +4.090562 H =      +111.310 eV
 3477.  3477 a                     +4.088392 H =      +111.251 eV
 3476.  3476 a                     +4.087344 H =      +111.222 eV
 3475.  3475 a                     +4.085180 H =      +111.163 eV
 3474.  3474 a                     +4.084726 H =      +111.151 eV
 3473.  3473 a                     +4.083593 H =      +111.120 eV
 3472.  3472 a                     +4.082113 H =      +111.080 eV
 3471.  3471 a                     +4.081206 H =      +111.055 eV
 3470.  3470 a                     +4.078797 H =      +110.990 eV
 3469.  3469 a                     +4.077205 H =      +110.946 eV
 3468.  3468 a                     +4.075561 H =      +110.902 eV
 3467.  3467 a                     +4.074582 H =      +110.875 eV
 3466.  3466 a                     +4.073983 H =      +110.859 eV
 3465.  3465 a                     +4.072041 H =      +110.806 eV
 3464.  3464 a                     +4.070825 H =      +110.773 eV
 3463.  3463 a                     +4.069619 H =      +110.740 eV
 3462.  3462 a                     +4.068590 H =      +110.712 eV
 3461.  3461 a                     +4.067524 H =      +110.683 eV
 3460.  3460 a                     +4.064887 H =      +110.611 eV
 3459.  3459 a                     +4.064575 H =      +110.603 eV
 3458.  3458 a                     +4.062479 H =      +110.546 eV
 3457.  3457 a                     +4.061610 H =      +110.522 eV
 3456.  3456 a                     +4.060952 H =      +110.504 eV
 3455.  3455 a                     +4.059894 H =      +110.475 eV
 3454.  3454 a                     +4.057346 H =      +110.406 eV
 3453.  3453 a                     +4.056396 H =      +110.380 eV
 3452.  3452 a                     +4.055212 H =      +110.348 eV
 3451.  3451 a                     +4.053035 H =      +110.289 eV
 3450.  3450 a                     +4.051600 H =      +110.250 eV
 3449.  3449 a                     +4.050595 H =      +110.222 eV
 3448.  3448 a                     +4.049019 H =      +110.179 eV
 3447.  3447 a                     +4.047951 H =      +110.150 eV
 3446.  3446 a                     +4.046973 H =      +110.124 eV
 3445.  3445 a                     +4.045858 H =      +110.093 eV
 3444.  3444 a                     +4.043303 H =      +110.024 eV
 3443.  3443 a                     +4.042975 H =      +110.015 eV
 3442.  3442 a                     +4.041522 H =      +109.975 eV
 3441.  3441 a                     +4.040305 H =      +109.942 eV
 3440.  3440 a                     +4.037984 H =      +109.879 eV
 3439.  3439 a                     +4.036566 H =      +109.841 eV
 3438.  3438 a                     +4.034875 H =      +109.795 eV
 3437.  3437 a                     +4.032986 H =      +109.743 eV
 3436.  3436 a                     +4.031323 H =      +109.698 eV
 3435.  3435 a                     +4.030282 H =      +109.670 eV
 3434.  3434 a                     +4.029545 H =      +109.650 eV
 3433.  3433 a                     +4.028682 H =      +109.626 eV
 3432.  3432 a                     +4.025202 H =      +109.531 eV
 3431.  3431 a                     +4.023006 H =      +109.472 eV
 3430.  3430 a                     +4.021797 H =      +109.439 eV
 3429.  3429 a                     +4.019943 H =      +109.388 eV
 3428.  3428 a                     +4.019521 H =      +109.377 eV
 3427.  3427 a                     +4.017039 H =      +109.309 eV
 3426.  3426 a                     +4.016135 H =      +109.285 eV
 3425.  3425 a                     +4.014821 H =      +109.249 eV
 3424.  3424 a                     +4.014488 H =      +109.240 eV
 3423.  3423 a                     +4.011793 H =      +109.167 eV
 3422.  3422 a                     +4.011411 H =      +109.156 eV
 3421.  3421 a                     +4.010271 H =      +109.125 eV
 3420.  3420 a                     +4.008640 H =      +109.081 eV
 3419.  3419 a                     +4.005461 H =      +108.994 eV
 3418.  3418 a                     +4.004344 H =      +108.964 eV
 3417.  3417 a                     +4.003338 H =      +108.936 eV
 3416.  3416 a                     +4.002273 H =      +108.907 eV
 3415.  3415 a                     +4.000071 H =      +108.848 eV
 3414.  3414 a                     +3.998032 H =      +108.792 eV
 3413.  3413 a                     +3.996945 H =      +108.762 eV
 3412.  3412 a                     +3.996121 H =      +108.740 eV
 3411.  3411 a                     +3.995009 H =      +108.710 eV
 3410.  3410 a                     +3.992923 H =      +108.653 eV
 3409.  3409 a                     +3.991556 H =      +108.616 eV
 3408.  3408 a                     +3.989649 H =      +108.564 eV
 3407.  3407 a                     +3.988252 H =      +108.526 eV
 3406.  3406 a                     +3.986505 H =      +108.478 eV
 3405.  3405 a                     +3.985634 H =      +108.455 eV
 3404.  3404 a                     +3.984176 H =      +108.415 eV
 3403.  3403 a                     +3.981712 H =      +108.348 eV
 3402.  3402 a                     +3.981112 H =      +108.332 eV
 3401.  3401 a                     +3.979712 H =      +108.294 eV
 3400.  3400 a                     +3.977281 H =      +108.227 eV
 3399.  3399 a                     +3.975984 H =      +108.192 eV
 3398.  3398 a                     +3.973728 H =      +108.131 eV
 3397.  3397 a                     +3.971034 H =      +108.057 eV
 3396.  3396 a                     +3.969797 H =      +108.024 eV
 3395.  3395 a                     +3.969010 H =      +108.002 eV
 3394.  3394 a                     +3.967924 H =      +107.973 eV
 3393.  3393 a                     +3.967333 H =      +107.957 eV
 3392.  3392 a                     +3.965412 H =      +107.904 eV
 3391.  3391 a                     +3.964262 H =      +107.873 eV
 3390.  3390 a                     +3.961918 H =      +107.809 eV
 3389.  3389 a                     +3.960866 H =      +107.781 eV
 3388.  3388 a                     +3.958785 H =      +107.724 eV
 3387.  3387 a                     +3.957654 H =      +107.693 eV
 3386.  3386 a                     +3.956486 H =      +107.662 eV
 3385.  3385 a                     +3.955717 H =      +107.641 eV
 3384.  3384 a                     +3.953562 H =      +107.582 eV
 3383.  3383 a                     +3.950867 H =      +107.509 eV
 3382.  3382 a                     +3.948884 H =      +107.455 eV
 3381.  3381 a                     +3.948380 H =      +107.441 eV
 3380.  3380 a                     +3.946470 H =      +107.389 eV
 3379.  3379 a                     +3.945678 H =      +107.367 eV
 3378.  3378 a                     +3.944513 H =      +107.336 eV
 3377.  3377 a                     +3.943905 H =      +107.319 eV
 3376.  3376 a                     +3.942073 H =      +107.269 eV
 3375.  3375 a                     +3.940920 H =      +107.238 eV
 3374.  3374 a                     +3.940562 H =      +107.228 eV
 3373.  3373 a                     +3.939720 H =      +107.205 eV
 3372.  3372 a                     +3.938580 H =      +107.174 eV
 3371.  3371 a                     +3.936167 H =      +107.109 eV
 3370.  3370 a                     +3.936056 H =      +107.106 eV
 3369.  3369 a                     +3.934530 H =      +107.064 eV
 3368.  3368 a                     +3.934211 H =      +107.055 eV
 3367.  3367 a                     +3.932943 H =      +107.021 eV
 3366.  3366 a                     +3.931623 H =      +106.985 eV
 3365.  3365 a                     +3.930282 H =      +106.948 eV
 3364.  3364 a                     +3.929522 H =      +106.928 eV
 3363.  3363 a                     +3.927935 H =      +106.885 eV
 3362.  3362 a                     +3.925482 H =      +106.818 eV
 3361.  3361 a                     +3.924424 H =      +106.789 eV
 3360.  3360 a                     +3.922283 H =      +106.731 eV
 3359.  3359 a                     +3.921365 H =      +106.706 eV
 3358.  3358 a                     +3.920161 H =      +106.673 eV
 3357.  3357 a                     +3.917572 H =      +106.603 eV
 3356.  3356 a                     +3.916088 H =      +106.562 eV
 3355.  3355 a                     +3.915606 H =      +106.549 eV
 3354.  3354 a                     +3.914799 H =      +106.527 eV
 3353.  3353 a                     +3.913873 H =      +106.502 eV
 3352.  3352 a                     +3.913065 H =      +106.480 eV
 3351.  3351 a                     +3.912977 H =      +106.478 eV
 3350.  3350 a                     +3.910513 H =      +106.411 eV
 3349.  3349 a                     +3.907381 H =      +106.325 eV
 3348.  3348 a                     +3.904799 H =      +106.255 eV
 3347.  3347 a                     +3.904140 H =      +106.237 eV
 3346.  3346 a                     +3.903630 H =      +106.223 eV
 3345.  3345 a                     +3.902725 H =      +106.199 eV
 3344.  3344 a                     +3.900615 H =      +106.141 eV
 3343.  3343 a                     +3.899137 H =      +106.101 eV
 3342.  3342 a                     +3.897442 H =      +106.055 eV
 3341.  3341 a                     +3.897015 H =      +106.043 eV
 3340.  3340 a                     +3.894818 H =      +105.983 eV
 3339.  3339 a                     +3.892807 H =      +105.929 eV
 3338.  3338 a                     +3.892090 H =      +105.909 eV
 3337.  3337 a                     +3.888948 H =      +105.824 eV
 3336.  3336 a                     +3.888422 H =      +105.809 eV
 3335.  3335 a                     +3.887577 H =      +105.786 eV
 3334.  3334 a                     +3.886554 H =      +105.759 eV
 3333.  3333 a                     +3.884076 H =      +105.691 eV
 3332.  3332 a                     +3.882873 H =      +105.658 eV
 3331.  3331 a                     +3.880896 H =      +105.605 eV
 3330.  3330 a                     +3.879717 H =      +105.573 eV
 3329.  3329 a                     +3.879099 H =      +105.556 eV
 3328.  3328 a                     +3.877123 H =      +105.502 eV
 3327.  3327 a                     +3.876030 H =      +105.472 eV
 3326.  3326 a                     +3.874245 H =      +105.424 eV
 3325.  3325 a                     +3.871165 H =      +105.340 eV
 3324.  3324 a                     +3.870724 H =      +105.328 eV
 3323.  3323 a                     +3.870088 H =      +105.311 eV
 3322.  3322 a                     +3.868080 H =      +105.256 eV
 3321.  3321 a                     +3.867160 H =      +105.231 eV
 3320.  3320 a                     +3.865184 H =      +105.177 eV
 3319.  3319 a                     +3.863986 H =      +105.144 eV
 3318.  3318 a                     +3.862526 H =      +105.105 eV
 3317.  3317 a                     +3.860398 H =      +105.047 eV
 3316.  3316 a                     +3.858465 H =      +104.994 eV
 3315.  3315 a                     +3.857945 H =      +104.980 eV
 3314.  3314 a                     +3.857406 H =      +104.965 eV
 3313.  3313 a                     +3.856046 H =      +104.928 eV
 3312.  3312 a                     +3.855600 H =      +104.916 eV
 3311.  3311 a                     +3.854017 H =      +104.873 eV
 3310.  3310 a                     +3.852972 H =      +104.845 eV
 3309.  3309 a                     +3.852142 H =      +104.822 eV
 3308.  3308 a                     +3.851502 H =      +104.805 eV
 3307.  3307 a                     +3.850689 H =      +104.783 eV
 3306.  3306 a                     +3.848978 H =      +104.736 eV
 3305.  3305 a                     +3.848738 H =      +104.730 eV
 3304.  3304 a                     +3.845778 H =      +104.649 eV
 3303.  3303 a                     +3.844302 H =      +104.609 eV
 3302.  3302 a                     +3.843776 H =      +104.595 eV
 3301.  3301 a                     +3.842467 H =      +104.559 eV
 3300.  3300 a                     +3.840827 H =      +104.514 eV
 3299.  3299 a                     +3.838085 H =      +104.440 eV
